pair_id,image_id_a,image_id_b,constraint_type,support_count,sources,review_batches,notes,had_conflict
15239_15412,15239,15412,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=182|candidate_chip=220|rank=8,False
15239_15448,15239,15448,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=14|candidate_chip=220|rank=2,False
15239_15453,15239,15453,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=165|candidate_chip=220|rank=9,False
15239_15455,15239,15455,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=143|candidate_chip=220|rank=4,False
15239_15457,15239,15457,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=265|candidate_chip=220|rank=8,False
15239_15458,15239,15458,cannot-link,2,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=51|candidate_chip=220|rank=4 || query_chip=220|candidate_chip=51|rank=4,False
15240_15252,15240,15252,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=25|candidate_chip=218|rank=8,False
15240_15288,15240,15288,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=25|candidate_chip=200|rank=6,False
15240_15317,15240,15317,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=25|candidate_chip=233|rank=7,False
15240_15326,15240,15326,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=25|candidate_chip=159|rank=10,False
15240_15352,15240,15352,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=25|candidate_chip=19|rank=1,False
15240_15377,15240,15377,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=25|candidate_chip=239|rank=2,False
15240_15424,15240,15424,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=25|candidate_chip=18|rank=3,False
15240_15462,15240,15462,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=25|candidate_chip=65|rank=5,False
15241_15291,15241,15291,cannot-link,1,old_kaggle_manual_review,manual_pair_review_v1,candidate_type=yes|candidate_key=seed_expand:comp_000:15291|xgb_prob=0.336554|ambiguity=0.336554,False
15241_15316,15241,15316,cannot-link,1,old_kaggle_manual_review,manual_pair_review_v1,candidate_type=yes|candidate_key=seed_expand:comp_000:15316|xgb_prob=0.108549|ambiguity=0.108549,False
15241_15477,15241,15477,cannot-link,1,old_kaggle_manual_review,manual_pair_review_v1,candidate_type=yes|candidate_key=seed_expand:comp_000:15477|xgb_prob=0.189256|ambiguity=0.189256,False
15242_15277,15242,15277,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=216|candidate_chip=91|rank=10,False
15242_15297,15242,15297,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=16|candidate_chip=91|rank=7,False
15242_15360,15242,15360,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=188|candidate_chip=91|rank=3,False
15242_15388,15242,15388,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=140|candidate_chip=91|rank=1,False
15243_15244,15243,15244,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=106|candidate_chip=203|rank=4,False
15243_15264,15243,15264,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=106|candidate_chip=167|rank=7,False
15243_15279,15243,15279,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=106|candidate_chip=219|rank=3,False
15243_15305,15243,15305,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=106|candidate_chip=237|rank=10,False
15243_15309,15243,15309,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=106|candidate_chip=34|rank=9,False
15243_15311,15243,15311,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=106|candidate_chip=153|rank=8,False
15243_15414,15243,15414,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=106|candidate_chip=261|rank=5,False
15244_15251,15244,15251,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=203|candidate_chip=132|rank=4,False
15244_15264,15244,15264,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=167|candidate_chip=203|rank=4,False
15244_15270,15244,15270,cannot-link,2,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=15|candidate_chip=203|rank=6 || query_chip=203|candidate_chip=15|rank=7,False
15244_15274,15244,15274,cannot-link,2,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=87|candidate_chip=203|rank=4 || query_chip=203|candidate_chip=87|rank=2,False
15244_15279,15244,15279,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=203|candidate_chip=219|rank=10,False
15244_15311,15244,15311,cannot-link,2,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=153|candidate_chip=203|rank=2 || query_chip=203|candidate_chip=153|rank=1,False
15244_15315,15244,15315,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=203|candidate_chip=207|rank=8,False
15244_15330,15244,15330,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=103|candidate_chip=203|rank=8,False
15244_15344,15244,15344,cannot-link,2,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=40|candidate_chip=203|rank=5 || query_chip=203|candidate_chip=40|rank=6,False
15244_15380,15244,15380,cannot-link,2,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=74|candidate_chip=203|rank=6 || query_chip=203|candidate_chip=74|rank=5,False
15244_15391,15244,15391,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=137|candidate_chip=203|rank=7,False
15244_15394,15244,15394,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=71|candidate_chip=203|rank=8,False
15244_15395,15244,15395,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=203|candidate_chip=147|rank=9,False
15245_15252,15245,15252,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=191|candidate_chip=218|rank=1,False
15245_15253,15245,15253,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=191|candidate_chip=243|rank=7,False
15245_15317,15245,15317,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=191|candidate_chip=233|rank=3,False
15245_15332,15245,15332,cannot-link,2,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=191|candidate_chip=238|rank=10 || query_chip=238|candidate_chip=191|rank=7,False
15245_15342,15245,15342,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=191|candidate_chip=6|rank=2,False
15245_15369,15245,15369,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=213|candidate_chip=191|rank=7,False
15245_15409,15245,15409,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=191|candidate_chip=61|rank=5,False
15245_15443,15245,15443,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=191|candidate_chip=10|rank=8,False
15245_15444,15245,15444,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=191|candidate_chip=98|rank=9,False
15245_15462,15245,15462,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=191|candidate_chip=65|rank=4,False
15247_15251,15247,15251,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=174|candidate_chip=132|rank=8,False
15247_15256,15247,15256,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=174|candidate_chip=11|rank=3,False
15247_15302,15247,15302,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=174|candidate_chip=20|rank=7,False
15247_15339,15247,15339,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=174|candidate_chip=125|rank=1,False
15247_15420,15247,15420,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=174|candidate_chip=46|rank=4,False
15247_15441,15247,15441,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=174|candidate_chip=1|rank=6,False
15247_15448,15247,15448,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=174|candidate_chip=14|rank=2,False
15247_15476,15247,15476,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=174|candidate_chip=112|rank=9,False
15248_15250,15248,15250,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=79|candidate_chip=247|rank=10,False
15248_15304,15248,15304,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=79|candidate_chip=224|rank=5,False
15248_15350,15248,15350,cannot-link,2,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=251|candidate_chip=79|rank=10 || query_chip=79|candidate_chip=251|rank=2,False
15248_15370,15248,15370,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=179|candidate_chip=79|rank=10,False
15248_15390,15248,15390,cannot-link,2,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=79|candidate_chip=144|rank=3 || query_chip=144|candidate_chip=79|rank=8,False
15248_15403,15248,15403,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=79|candidate_chip=199|rank=9,False
15248_15426,15248,15426,cannot-link,2,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=152|candidate_chip=79|rank=6 || query_chip=79|candidate_chip=152|rank=6,False
15248_15463,15248,15463,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=160|candidate_chip=79|rank=7,False
15248_15475,15248,15475,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=79|candidate_chip=162|rank=8,False
15249_15405,15249,15405,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=150|candidate_chip=246|rank=4,False
15249_15433,15249,15433,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=232|candidate_chip=246|rank=7,False
15250_15277,15250,15277,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=247|candidate_chip=216|rank=7,False
15250_15286,15250,15286,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=247|candidate_chip=275|rank=2,False
15250_15301,15250,15301,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=247|candidate_chip=175|rank=5,False
15250_15347,15250,15347,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=35|candidate_chip=247|rank=10,False
15250_15358,15250,15358,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=247|candidate_chip=94|rank=6,False
15250_15366,15250,15366,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=42|candidate_chip=247|rank=8,False
15250_15370,15250,15370,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=247|candidate_chip=179|rank=10,False
15250_15375,15250,15375,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=262|candidate_chip=247|rank=4,False
15250_15378,15250,15378,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=230|candidate_chip=247|rank=5,False
15250_15393,15250,15393,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=187|candidate_chip=247|rank=7,False
15250_15423,15250,15423,cannot-link,2,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=247|candidate_chip=56|rank=4 || query_chip=56|candidate_chip=247|rank=4,False
15250_15442,15250,15442,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=247|candidate_chip=181|rank=1,False
15250_15454,15250,15454,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=247|candidate_chip=206|rank=9,False
15250_15457,15250,15457,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=247|candidate_chip=265|rank=8,False
15250_15463,15250,15463,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=160|candidate_chip=247|rank=8,False
15251_15302,15251,15302,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=20|candidate_chip=132|rank=2,False
15251_15438,15251,15438,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=245|candidate_chip=132|rank=9,False
15251_15448,15251,15448,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=14|candidate_chip=132|rank=4,False
15251_15469,15251,15469,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=274|candidate_chip=132|rank=7,False
15252_15255,15252,15255,cannot-link,2,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=226|candidate_chip=218|rank=1 || query_chip=218|candidate_chip=226|rank=3,False
15252_15286,15252,15286,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=218|candidate_chip=275|rank=4,False
15252_15287,15252,15287,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=196|candidate_chip=218|rank=5,False
15252_15288,15252,15288,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=218|candidate_chip=200|rank=6,False
15252_15297,15252,15297,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=16|candidate_chip=218|rank=5,False
15252_15303,15252,15303,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=218|candidate_chip=107|rank=1,False
15252_15305,15252,15305,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=218|candidate_chip=237|rank=10,False
15252_15317,15252,15317,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=218|candidate_chip=233|rank=2,False
15252_15369,15252,15369,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=213|candidate_chip=218|rank=8,False
15252_15377,15252,15377,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=218|candidate_chip=239|rank=9,False
15252_15381,15252,15381,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=96|candidate_chip=218|rank=8,False
15252_15408,15252,15408,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=218|candidate_chip=183|rank=5,False
15252_15411,15252,15411,cannot-link,2,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=169|candidate_chip=218|rank=4 || query_chip=218|candidate_chip=169|rank=7,False
15252_15469,15252,15469,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=218|candidate_chip=274|rank=8,False
15253_15278,15253,15278,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=260|candidate_chip=243|rank=8,False
15253_15284,15253,15284,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=134|candidate_chip=243|rank=1,False
15253_15295,15253,15295,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=44|candidate_chip=243|rank=3,False
15253_15303,15253,15303,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=107|candidate_chip=243|rank=8,False
15253_15328,15253,15328,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=88|candidate_chip=243|rank=8,False
15253_15333,15253,15333,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=141|candidate_chip=243|rank=5,False
15253_15377,15253,15377,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=239|candidate_chip=243|rank=7,False
15253_15452,15253,15452,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=26|candidate_chip=243|rank=7,False
15255_15286,15255,15286,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=226|candidate_chip=275|rank=5,False
15255_15287,15255,15287,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=196|candidate_chip=226|rank=3,False
15255_15297,15255,15297,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=16|candidate_chip=226|rank=3,False
15255_15307,15255,15307,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=226|candidate_chip=201|rank=6,False
15255_15360,15255,15360,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=188|candidate_chip=226|rank=6,False
15255_15378,15255,15378,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=230|candidate_chip=226|rank=10,False
15255_15403,15255,15403,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=226|candidate_chip=199|rank=3,False
15255_15404,15255,15404,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=226|candidate_chip=69|rank=8,False
15255_15408,15255,15408,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=226|candidate_chip=183|rank=2,False
15255_15411,15255,15411,cannot-link,2,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=169|candidate_chip=226|rank=6 || query_chip=226|candidate_chip=169|rank=10,False
15255_15438,15255,15438,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=245|candidate_chip=226|rank=5,False
15255_15443,15255,15443,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=226|candidate_chip=10|rank=7,False
15255_15469,15255,15469,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=226|candidate_chip=274|rank=4,False
15256_15279,15256,15279,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=219|candidate_chip=11|rank=7,False
15257_15309,15257,15309,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=34|candidate_chip=258|rank=8,False
15257_15336,15257,15336,cannot-link,1,old_kaggle_manual_review,manual_pair_review_v1,candidate_type=yes|candidate_key=split:121|xgb_prob=0.616887|ambiguity=0.35334,False
15257_15405,15257,15405,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=150|candidate_chip=258|rank=8,False
15260_15261,15260,15261,cannot-link,2,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=138|candidate_chip=108|rank=7 || query_chip=108|candidate_chip=138|rank=5,False
15260_15267,15260,15267,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=212|candidate_chip=138|rank=7,False
15260_15278,15260,15278,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=260|candidate_chip=138|rank=6,False
15260_15279,15260,15279,cannot-link,2,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=138|candidate_chip=219|rank=2 || query_chip=219|candidate_chip=138|rank=1,False
15260_15283,15260,15283,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=83|candidate_chip=138|rank=4,False
15260_15315,15260,15315,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=207|candidate_chip=138|rank=4,False
15260_15318,15260,15318,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=138|candidate_chip=277|rank=6,False
15260_15323,15260,15323,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=111|candidate_chip=138|rank=6,False
15260_15329,15260,15329,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=131|candidate_chip=138|rank=4,False
15260_15342,15260,15342,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=6|candidate_chip=138|rank=3,False
15260_15352,15260,15352,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=138|candidate_chip=19|rank=8,False
15260_15362,15260,15362,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=43|candidate_chip=138|rank=7,False
15260_15377,15260,15377,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=239|candidate_chip=138|rank=8,False
15260_15384,15260,15384,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=138|candidate_chip=62|rank=4,False
15260_15388,15260,15388,cannot-link,2,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=140|candidate_chip=138|rank=2 || query_chip=138|candidate_chip=140|rank=9,False
15260_15406,15260,15406,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=110|candidate_chip=138|rank=6,False
15260_15413,15260,15413,cannot-link,2,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=124|candidate_chip=138|rank=4 || query_chip=138|candidate_chip=124|rank=5,False
15260_15424,15260,15424,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=18|candidate_chip=138|rank=5,False
15260_15451,15260,15451,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=138|candidate_chip=240|rank=10,False
15260_15455,15260,15455,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=143|candidate_chip=138|rank=10,False
15260_15458,15260,15458,cannot-link,2,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=51|candidate_chip=138|rank=2 || query_chip=138|candidate_chip=51|rank=3,False
15260_15482,15260,15482,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=164|candidate_chip=138|rank=6,False
15261_15262,15261,15262,cannot-link,2,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=17|candidate_chip=108|rank=5 || query_chip=108|candidate_chip=17|rank=4,False
15261_15273,15261,15273,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=100|candidate_chip=108|rank=2,False
15261_15284,15261,15284,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=108|candidate_chip=134|rank=3,False
15261_15302,15261,15302,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=20|candidate_chip=108|rank=7,False
15261_15307,15261,15307,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=108|candidate_chip=201|rank=6,False
15261_15324,15261,15324,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=63|candidate_chip=108|rank=6,False
15261_15325,15261,15325,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=108|candidate_chip=151|rank=9,False
15261_15327,15261,15327,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=108|candidate_chip=93|rank=2,False
15261_15386,15261,15386,cannot-link,2,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=48|candidate_chip=108|rank=7 || query_chip=108|candidate_chip=48|rank=8,False
15261_15451,15261,15451,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=108|candidate_chip=240|rank=1,False
15261_15452,15261,15452,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=26|candidate_chip=108|rank=8,False
15261_15458,15261,15458,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=108|candidate_chip=51|rank=7,False
15262_15279,15262,15279,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=17|candidate_chip=219|rank=6,False
15262_15283,15262,15283,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=83|candidate_chip=17|rank=8,False
15262_15284,15262,15284,cannot-link,2,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=134|candidate_chip=17|rank=3 || query_chip=17|candidate_chip=134|rank=10,False
15262_15311,15262,15311,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=153|candidate_chip=17|rank=4,False
15262_15327,15262,15327,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=17|candidate_chip=93|rank=3,False
15262_15351,15262,15351,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=17|candidate_chip=244|rank=1,False
15262_15362,15262,15362,cannot-link,2,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=17|candidate_chip=43|rank=2 || query_chip=43|candidate_chip=17|rank=2,False
15262_15377,15262,15377,cannot-link,2,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=239|candidate_chip=17|rank=9 || query_chip=17|candidate_chip=239|rank=7,False
15262_15413,15262,15413,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=124|candidate_chip=17|rank=10,False
15262_15458,15262,15458,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=17|candidate_chip=51|rank=9,False
15262_15480,15262,15480,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=17|candidate_chip=99|rank=4,False
15264_15267,15264,15267,cannot-link,2,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=167|candidate_chip=212|rank=7 || query_chip=212|candidate_chip=167|rank=9,False
15264_15270,15264,15270,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=167|candidate_chip=15|rank=8,False
15264_15275,15264,15275,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=167|candidate_chip=95|rank=3,False
15264_15279,15264,15279,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=167|candidate_chip=219|rank=9,False
15264_15311,15264,15311,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=167|candidate_chip=153|rank=1,False
15264_15315,15264,15315,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=167|candidate_chip=207|rank=6,False
15264_15456,15264,15456,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=30|candidate_chip=167|rank=8,False
15265_15279,15265,15279,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=9|candidate_chip=219|rank=6,False
15265_15307,15265,15307,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=9|candidate_chip=201|rank=4,False
15265_15320,15265,15320,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=9|candidate_chip=52|rank=5,False
15265_15344,15265,15344,cannot-link,2,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=40|candidate_chip=9|rank=1 || query_chip=9|candidate_chip=40|rank=2,False
15265_15348,15265,15348,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=85|candidate_chip=9|rank=4,False
15265_15351,15265,15351,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=9|candidate_chip=244|rank=10,False
15265_15361,15265,15361,cannot-link,2,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=38|candidate_chip=9|rank=1 || query_chip=9|candidate_chip=38|rank=1,False
15265_15363,15265,15363,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=13|candidate_chip=9|rank=9,False
15265_15373,15265,15373,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=97|candidate_chip=9|rank=1,False
15265_15385,15265,15385,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=9|candidate_chip=117|rank=3,False
15265_15417,15265,15417,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=146|candidate_chip=9|rank=8,False
15265_15427,15265,15427,cannot-link,1,external_mapped_no_match_top10,external_hotspotter_review_v1,query_chip=9|candidate_chip=121|rank=8,False
